,Unnamed: 0,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,month,week
1033,1135083,A-1135097,MapQuest,241.0,3,2019-02-22 12:15:35,2019-02-22 12:44:56,28.661949,-81.388603,,,3.22000002861,Left lane blocked due to accident on I-4 Westbound from Exit 94 FL-434 to Exit 92 FL-436 Semoran Blvd.,,I-4 W,R,Altamonte Springs,Seminole,FL,32714,US,US/Eastern,KORL,2019-02-22 11:53:00,84.0,,51.0,30.2,10.0,South,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,8
1936,671503,A-671512,MapQuest,201.0,2,2019-11-22 11:24:45,2019-11-22 12:59:15,35.157879,-80.79813399999998,,,0.0,Accident on NC-16 Providence Rd at Strawberry Hill Dr.,,Strawberry Hill Dr,R,Charlotte,Mecklenburg,NC,28211,US,US/Eastern,KCLT,2019-11-22 11:52:00,59.0,59.0,55.0,29.25,10.0,SW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,11,47
1107,1657603,A-1657625,MapQuest,201.0,2,2018-05-15 08:58:00,2018-05-15 09:26:55,39.940445,-75.08773000000002,,,0.0,Accident on Rand St at Thorndyke St.,432.0,Rand St,L,Camden,Camden,NJ,08105-2742,US,US/Eastern,KPHL,2018-05-15 08:54:00,72.0,,71.0,29.92,10.0,WSW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,20
746,96468,A-96470,MapQuest,201.0,2,2016-09-08 20:34:33,2016-09-08 21:19:33,34.153309,-118.36141200000002,,,0.0,#1 lane blocked due to accident on CA-134 Westbound before Exit 1D Cahuenga Blvd.,4548.0,Cahuenga Blvd,R,Toluca Lake,Los Angeles,CA,91602-1506,US,US/Pacific,KBUR,2016-09-08 20:53:00,64.9,,78.0,29.97,10.0,South,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,9,36
173,2972700,A-2972724,Bing,,2,2019-08-20 13:16:22,2019-08-20 17:16:22,45.54313,-122.55935,45.54362,-122.55917,0.035,At 102nd Ave/Exit 9 - Accident.,,US-30 E,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2019-08-20 12:53:00,81.0,81.0,44.0,29.91,10.0,NE,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,34
824,93361,A-93363,MapQuest,201.0,2,2016-08-29 12:01:40,2016-08-29 12:40:00,33.984337,-117.842659,,,0.0,Right hand shoulder blocked due to accident on CA-57 Southbound at Exit 15 Pathfinder Rd.,21117.0,Pathfinder Rd,R,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2016-08-29 11:47:00,84.2,,40.0,29.99,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,35
733,779500,A-779509,MapQuest,201.0,2,2019-07-01 09:36:22,2019-07-01 10:06:22,29.763189,-95.357513,,,0.0,Accident on San Jacinto St Northbound at Commerce St.,,San Jacinto St,R,Houston,Harris,TX,77002,US,US/Central,KMCJ,2019-07-01 09:53:00,85.0,85.0,67.0,30.01,10.0,SW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,27
1447,2513333,A-2513357,Bing,,2,2019-12-14 15:29:00,2019-12-14 17:02:42,36.70731,-119.645982,36.70731,-119.645982,0.0,At Academy Ave - Accident.,7999.0, E Jensen Ave,R,Fresno,Fresno,CA,93737-9742,US,US/Pacific,KFAT,2019-12-14 15:53:00,58.0,58.0,56.0,29.63,10.0,NW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,50
1204,2244865,A-2244889,MapQuest,201.0,3,2017-08-30 14:43:47,2017-08-30 15:43:20,33.716137,-84.31047099999998,,,0.0,Left hand shoulder blocked and lane blocked due to accident on I-20 Eastbound at Exit 63 Brannen Rd.,,GA-402 W,R,Decatur,DeKalb,GA,30032,US,US/Eastern,KPDK,2017-08-30 14:53:00,70.0,,93.0,30.08,7.0,Variable,3.5,0.11,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,35
1896,1463848,A-1463864,MapQuest,201.0,3,2018-08-07 11:38:59,2018-08-07 12:08:31,40.70538300000001,-74.245613,,,0.0,Right lane blocked due to accident on I-78 Eastbound before Exit 52 Garden State Pkwy.,,I-78 W,R,Hillside,Union,NJ,07205,US,US/Eastern,KEWR,2018-08-07 11:51:00,87.1,,67.0,29.97,9.0,SSW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,32
275,2966672,A-2966696,Bing,,2,2019-08-07 06:58:42,2019-08-07 07:28:05,30.05105,-95.69222,30.05381,-95.7034,0.695,At Cypress Rosehill Rd - Accident. Right lane blocked.,,Grand Pkwy W,R,Tomball,Harris,TX,77377,US,US/Central,KDWH,2019-08-07 06:53:00,77.0,77.0,90.0,29.79,5.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,32
23,2904842,A-2904866,Bing,,4,2019-04-12 08:14:39,2019-04-12 08:43:36,44.495141,-89.367284,44.49858,-89.37403,0.409,Closed at State Highway 161 - Road closed due to accident.,7896.0, US Highway 10,R,Custer,Portage,WI,54423,US,US/Central,KSTE,2019-04-12 08:15:00,32.0,32.0,100.0,28.33,3.0,S,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,15
1313,2074524,A-2074547,MapQuest,201.0,3,2017-10-12 18:01:18,2017-10-12 18:45:32,39.702148,-86.261581,,,0.0,Right lane closed due to accident on I-74 I-465 Eastbound at Exit 8 IN-67 Kentucky Ave.,,I-465 S,R,Indianapolis,Marion,IN,46241,US,US/Eastern,KIND,2017-10-12 17:54:00,63.0,,78.0,30.12,10.0,SSE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,41
63,69529,A-69531,MapQuest,201.0,3,2016-11-04 21:41:53,2016-11-04 22:26:29,33.124596000000004,-117.10424,,,0.01,Right hand shoulder blocked and slow lane blocked due to accident on I-15 Southbound before Exit 32 CA-78.,,Escondido Fwy S,R,Escondido,San Diego,CA,92029,US,US/Pacific,KCRQ,2016-11-04 21:53:00,64.0,,87.0,30.06,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,11,44
1986,2264166,A-2264190,Bing,,2,2016-10-20 18:34:56,2016-10-21 00:34:56,44.89755,-93.27531,44.89317,-93.27552,0.303,Ramp to MN-62 and CR-35/Portland Ave S - Accident.,,I-35W S,R,Minneapolis,Hennepin,MN,55419,US,US/Central,KMSP,2016-10-20 18:53:00,46.0,43.9,50.0,30.32,10.0,NNE,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,10,42
188,1651973,A-1651995,MapQuest,201.0,2,2018-05-11 17:16:29,2018-05-11 17:46:01,35.391602,-97.506683,,,0.0,Accident on Shields Blvd Southbound near 74th St.,7473.0,S Shields Blvd,R,Oklahoma City,Oklahoma,OK,73149-1516,US,US/Central,KOKC,2018-05-11 16:52:00,82.9,,46.0,29.68,10.0,South,32.2,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,5,19
1569,920745,A-920754,MapQuest,201.0,3,2019-05-07 03:57:15,2019-05-07 04:27:02,42.228371,-83.385574,,,0.0,Left lane blocked due to accident on I-94 Westbound at Exit 196 Wayne Rd.,,Wayne Rd,R,Romulus,Wayne,MI,48174,US,US/Eastern,KDTW,2019-05-07 03:53:00,47.0,42.0,77.0,29.45,10.0,NNE,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5,19
907,2585574,A-2585598,Bing,,2,2019-10-01 22:11:00,2019-10-02 02:04:33,38.783284,-120.817179,38.783284,-120.817179,0.0,At Garden Valley Rd - Accident.,10177.0, State Highway 193,L,Placerville,El Dorado,CA,95667-7449,US,US/Pacific,KPVF,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,10,40
1739,2122579,A-2122602,MapQuest,201.0,2,2017-09-06 18:40:25,2017-09-06 19:40:08,35.041912,-80.846542,,,0.0,Accident on US-521 Johnston Rd at Providence Rd.,,Providence Rd W,R,Charlotte,Mecklenburg,NC,28277,US,US/Eastern,KEQY,2017-09-06 18:27:00,63.0,,97.0,29.91,10.0,NNE,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,9,36
353,971663,A-971674,MapQuest,201.0,2,2019-05-02 13:37:52,2019-05-02 15:07:42,35.854988,-78.701492,,,0.0,Accident on Glenwood Ave at Oak Park Rd.,5209.0,Oak Park Rd,L,Raleigh,Wake,NC,27612-3061,US,US/Eastern,KRDU,2019-05-02 13:51:00,82.0,82.0,49.0,29.72,10.0,S,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,18
1526,1964172,A-1964195,MapQuest,201.0,3,2017-12-14 21:57:32,2017-12-14 22:42:01,33.929153,-118.279907,,,2.06999993324,Accident on entry ramp to I-105 Eastbound from I-110 Southbound.,,I-105 W,R,Los Angeles,Los Angeles,CA,90061,US,US/Pacific,KHHR,2017-12-14 21:53:00,57.0,,72.0,30.08,9.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12,50
781,2384249,A-2384273,Bing,,2,2016-09-08 06:57:50,2016-09-08 12:57:50,32.58392,-117.088203,32.58392,-117.08889,0.04,Between I-5 and Saturn Blvd - Accident.,,Palm Ave,R,San Diego,San Diego,CA,92154,US,US/Pacific,KNRS,2016-09-08 06:56:00,69.1,,70.0,30.08,10.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,36
1639,1166325,A-1166339,MapQuest,241.0,3,2019-01-11 21:55:06,2019-01-11 22:24:50,34.040581,-118.170219,,,0.0,Lane blocked due to accident on I-710 Southbound at I-710 Exits 20.,,I-710 S,R,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,2019-01-11 21:47:00,55.0,,83.0,29.98,7.0,East,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1,2
196,760696,A-760705,MapQuest,201.0,3,2019-08-22 22:02:01,2019-08-22 23:01:36,39.20668,-76.605698,,,0.0,Accident on MD-10 Arundel Expy Northbound at I-695 Exits 2 3.,,I-695 E,R,Curtis Bay,Anne Arundel,MD,21226,US,US/Eastern,KDMH,2019-08-22 21:54:00,74.0,,91.0,29.9,,,,1.06,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,8,34
464,1660245,A-1660267,MapQuest,201.0,2,2018-05-16 07:08:20,2018-05-16 07:36:44,40.231316,-75.266541,,,0.0,Accident on Ivy Ln at PA-63 Main St.,1000.0,E Main St,R,Lansdale,Montgomery,PA,19446-3138,US,US/Eastern,KLOM,2018-05-16 07:15:00,59.0,,100.0,30.07,7.0,ENE,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,20
351,490125,A-490131,MapQuest,201.0,3,2017-07-07 06:54:03,2017-07-07 07:38:33,32.801815000000005,-96.827339,,,0.0,Left lane blocked due to accident on I-35E Northbound at Market Center Blvd.,,Stemmons Fwy N,R,Dallas,Dallas,TX,75207,US,US/Central,KDAL,2017-07-07 06:53:00,80.1,,76.0,30.06,10.0,Variable,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,27
1013,2208831,A-2208855,MapQuest,201.0,3,2017-08-14 20:08:58,2017-08-14 20:38:33,34.509369,-80.998032,,,0.0,Accident on I-77 Northbound at I-77 Exit 48.,,State Highway 200,R,Winnsboro,Fairfield,SC,29180,US,US/Eastern,KFDW,2017-08-14 20:15:00,84.2,,70.0,29.9,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,33
1222,172558,A-172560,MapQuest,201.0,2,2016-11-29 20:11:42,2016-11-29 20:56:25,41.845016,-87.985802,,,0.01,Accident on Butterfield Rd at IL-56 22nd St.,2651.0,Butterfield Rd,L,Oak Brook,Dupage,IL,60523-1212,US,US/Central,KMDW,2016-11-29 19:53:00,53.1,,74.0,29.57,10.0,SSW,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,11,48
432,2892559,A-2892583,Bing,,2,2017-08-15 11:55:26,2017-08-15 17:55:26,35.22412,-80.88449,35.22412,-80.88449,0.0,At Camp Greene St - Accident.,2560.0, Wilkinson Blvd,L,Charlotte,Mecklenburg,NC,28208-5639,US,US/Eastern,KCLT,2017-08-15 11:52:00,80.1,,87.0,29.94,10.0,NW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,33
100,684896,A-684905,MapQuest,201.0,2,2019-11-29 16:12:15,2019-11-29 16:41:54,30.379894,-91.06636,,,0.0,Accident on LA-3246 Siegen Ln at I-10 Exit 163.,10305.0,N Mall Dr,R,Baton Rouge,East Baton Rouge,LA,70809-4829,US,US/Central,KBTR,2019-11-29 15:53:00,78.0,78.0,50.0,30.02,10.0,ESE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,48
1653,442699,A-442705,MapQuest,201.0,2,2017-05-18 09:22:20,2017-05-18 09:51:56,28.549599,-81.260559,,,0.00999999977648,Left hand shoulder blocked due to accident on FL-408 West Expy Westbound at Exit 18 FL-417.,,Central Florida Greeneway S,R,Orlando,Orange,FL,32825,US,US/Eastern,KORL,2017-05-18 08:53:00,79.0,,72.0,30.11,10.0,ESE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,20
393,1546357,A-1546374,MapQuest,201.0,2,2018-07-19 07:51:33,2018-07-19 08:21:20,41.96814000000001,-87.74015,,,0.0,Accident on Lawrence Ave at Elston Ave.,4800.0,N Elston Ave,L,Chicago,Cook,IL,60630-2521,US,US/Central,KORD,2018-07-19 07:51:00,73.0,,59.0,29.99,10.0,East,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,7,29
1937,1919921,A-1919944,MapQuest,241.0,2,2018-01-25 13:13:29,2018-01-25 13:51:00,33.867725,-84.696892,,,0.0,One lane blocked due to accident on US-278 C H James Pkwy Northbound near Richard D Sailors Pkwy.,,C H James Pkwy,R,Powder Springs,Cobb,GA,30127,US,US/Eastern,KMGE,2018-01-25 12:56:00,52.9,,26.0,30.5,10.0,West,4.6,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1,4
220,2164685,A-2164709,MapQuest,201.0,3,2017-09-25 11:50:28,2017-09-25 12:20:04,29.438339000000006,-98.460945,,,0.0,Accident on I-35 Northbound at Exit 159A New Braunfels Ave.,,I-35 N,R,San Antonio,Bexar,TX,78208,US,US/Central,KSAT,2017-09-25 11:51:00,82.9,,69.0,29.81,10.0,East,11.5,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,39
988,2414520,A-2414544,Bing,,3,2017-03-17 15:45:16,2017-03-17 21:45:16,41.89446,-87.6563,41.89121,-87.65132,0.341,At Ohio St/Exit 50B - Accident.,,I-90 E,R,Chicago,Cook,IL,60642,US,US/Central,KMDW,2017-03-17 15:53:00,45.0,41.2,90.0,29.97,5.0,West,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,11
1125,376830,A-376834,MapQuest,201.0,3,2017-02-25 15:41:32,2017-02-25 16:07:45,39.950317,-83.01724200000002,,,1.81,Left lane closed due to accident on I-70 Eastbound between US-40 Broad St and OH-315.,,I-70 E,R,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,2017-02-25 15:39:00,32.0,22.1,64.0,29.88,10.0,West,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,8
1050,1570973,A-1570991,MapQuest,201.0,2,2018-06-01 16:51:00,2018-06-01 17:21:00,30.093437,-95.513481,,,0.0,Accident on TX-99 Grand Pkwy Eastbound at Grand Pkwy.,,Grand Pkwy E,R,Spring,Harris,TX,77389,US,US/Central,KDWH,2018-06-01 16:53:00,91.9,,52.0,29.86,9.0,South,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,22
1976,708434,A-708443,MapQuest,241.0,3,2019-09-23 17:18:44,2019-09-23 18:03:03,32.776421,-96.801544,,,0.0,Lane blocked due to accident on I-45 Northbound at I-35.,426.0,S Griffin St,L,Dallas,Dallas,TX,75202,US,US/Central,KDAL,2019-09-23 16:53:00,92.0,92.0,50.0,29.41,10.0,SE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,39
855,1024576,A-1024588,MapQuest,201.0,2,2019-04-26 06:02:08,2019-04-26 06:31:32,36.203381,-86.77684,,,0.0,Accident on I-24 I-65 Eastbound after Trinity Ln.,,I-24 E,R,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2019-04-26 05:53:00,60.0,60.0,78.0,29.15,10.0,WNW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,17
607,202379,A-202381,MapQuest,241.0,3,2016-10-24 04:55:37,2016-10-24 05:25:07,40.819302,-73.930626,,,0.01,Right lane blocked due to accident on I-87 Major Deegan Expy Northbound at Exit 4 149th St.,,E 149th St,R,Bronx,Bronx,NY,10451,US,US/Eastern,KLGA,2016-10-24 04:51:00,54.0,,77.0,29.81,10.0,North,4.6,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,10,43
1255,1136849,A-1136863,MapQuest,244.0,2,2019-02-23 08:41:59,2019-02-23 09:11:41,35.019032,-85.383057,,,1.94000005722,Shoulder blocked due to accident on I-24 Westbound between Exit 175 Browns Ferry Rd and Exit 174 US-41 Cummings Hwy.,,I-24 W,R,Chattanooga,Hamilton,TN,37419,US,US/Eastern,KCHA,2019-02-23 08:53:00,51.1,,100.0,30.14,2.0,East,5.8,0.2,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,8
1517,2240574,A-2240598,MapQuest,201.0,2,2017-08-28 13:49:44,2017-08-28 14:34:32,36.577442,-121.908806,,,0.0,Accident on CA-1 Westbound at Exit 399A CA-68 Holman Hwy.,,CA-1 S,R,Monterey,Monterey,CA,93940,US,US/Pacific,KMRY,2017-08-28 13:54:00,66.9,,73.0,29.93,10.0,SSW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,35
741,1781052,A-1781075,MapQuest,201.0,3,2018-03-15 07:19:36,2018-03-15 08:19:02,30.297697,-81.770889,,,0.0,Right hand shoulder blocked due to accident on I-295 Northbound before Exit 19 FL-228 Normandy Blvd.,,W Beltway S,R,Jacksonville,Duval,FL,32221,US,US/Eastern,KVQQ,2018-03-15 06:50:00,26.6,,93.0,30.17,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,3,11
1612,1475770,A-1475786,MapQuest,241.0,3,2018-08-13 14:19:00,2018-08-13 14:48:42,39.715988,-84.219238,,,2.34999990463,Lane blocked due to accident on I-75 Southbound between Exit 51 Edwin C Moses Blvd and Exit 50A Dryden Rd.,,I-75 N,R,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,2018-08-13 13:53:00,80.1,,52.0,30.06,10.0,Variable,3.5,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,33
952,1444268,A-1444284,MapQuest,201.0,2,2018-09-27 21:49:08,2018-09-27 22:18:58,39.798416,-84.225883,,,0.0,Accident on Siebenthaler Ave at Catalpa Dr.,450.0,W Siebenthaler Ave,L,Dayton,Montgomery,OH,45405-2250,US,US/Eastern,KDAY,2018-09-27 21:56:00,55.0,,86.0,30.05,10.0,SW,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,9,39
948,1122390,A-1122404,MapQuest,245.0,2,2019-02-15 13:35:36,2019-02-15 14:04:20,32.460766,-86.19516800000002,,,0.0,Two lanes blocked and left hand shoulder blocked due to accident on US-231 Northbound before CR-8.,,US Highway 231,R,Wetumpka,Elmore,AL,36093,US,US/Central,KMXF,2019-02-15 13:31:00,62.6,,94.0,29.87,8.0,SSW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,7
1635,518320,A-518326,MapQuest-Bing,201.0,2,2019-12-30 06:45:03,2019-12-30 07:44:47,37.146095,-121.985832,,,0.0,Right lane blocked due to accident on CA-17 Southbound at Madrone Dr.,21968.0,Santa Cruz Hwy,L,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,2019-12-30 06:53:00,46.0,44.0,86.0,30.06,9.0,WSW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,12,1
115,2661834,A-2661858,Bing,,2,2019-01-16 16:31:30,2019-01-16 17:00:59,37.54481,-77.42825,37.5479,-77.43151999999998,0.279,At I-64/3rd St/7th St/Exit 75 - Accident.,,I-95 N,R,Richmond,Richmond City,VA,23219,US,US/Eastern,KRIC,2019-01-16 16:54:00,43.0,40.3,60.0,30.2,10.0,NE,4.6,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,3
620,94288,A-94290,MapQuest,241.0,3,2016-09-01 09:39:01,2016-09-01 10:18:00,34.309055,-117.471802,,,0.0,Right lane blocked due to accident on I-15 Southbound after Exit 131 CA-138.,,Barstow Fwy S,R,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,2016-09-01 09:50:00,84.2,,37.0,29.93,6.0,West,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,35
838,1954990,A-1955013,MapQuest,201.0,3,2017-12-11 10:14:58,2017-12-11 11:14:36,47.607258,-122.330215,,,0.0,Center lane blocked due to accident on I-5 Northbound at Exits 164 165 165A 165B Madison St.,,Madison St,R,Seattle,King,WA,98104,US,US/Pacific,KBFI,2017-12-11 09:53:00,32.0,28.7,100.0,30.36,6.0,SE,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,50
1787,1736968,A-1736991,MapQuest,201.0,2,2018-04-23 08:21:20,2018-04-23 08:51:07,35.367939,-97.565468,,,0.0,Accident on 99th St at May Ave.,9989.0,S May Ave,R,Oklahoma City,Cleveland,OK,73159-7003,US,US/Central,KOKC,2018-04-23 08:21:00,53.1,,77.0,30.12,10.0,North,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,17
1953,1304868,A-1304884,MapQuest,201.0,2,2018-11-21 08:34:59,2018-11-21 09:19:39,40.773769,-73.481285,,,0.0,Accident on NY-135 Seaford Oyster Bay Expy Southbound at Exit 10 Old Country Rd.,840.0,Old Country Rd,L,Plainview,Nassau,NY,11803-4914,US,US/Eastern,KFRG,2018-11-21 08:53:00,39.0,29.9,53.0,30.08,10.0,West,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,47
1977,903398,A-903407,MapQuest-Bing,201.0,2,2019-06-24 17:06:42,2019-06-24 18:39:32,41.175529,-112.008003,,,0.0,Center lane blocked due to accident on UT-26 Riverdale Rd Northbound at 1150.,1148.0,W Riverdale Rd,R,Ogden,Weber,UT,84405-3723,US,US/Mountain,KOGD,2019-06-24 16:53:00,80.0,80.0,16.0,25.41,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,26
462,361196,A-361199,MapQuest,201.0,3,2017-02-20 13:58:50,2017-02-20 14:45:25,34.379383000000004,-81.680229,,,0.01,Accident on I-26 Eastbound at Exit 66 Jalapa Rd.,,Jalapa Rd,R,Kinards,Newberry,SC,29355,US,US/Eastern,KEOE,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,8
1571,167370,A-167372,MapQuest,229.0,2,2016-12-01 16:33:41,2016-12-01 17:18:24,42.291523,-88.822037,,,0.0,Slow traffic due to accident on County Hwy-1 Poplar Grove Rd at Squaw Prairie Rd.,9627.0,Poplar Grove Rd,L,Belvidere,Boone,IL,61008-8911,US,US/Central,KRFD,2016-12-01 16:54:00,37.0,28.9,89.0,29.96,10.0,West,12.7,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,12,48
873,1163386,A-1163400,MapQuest,241.0,3,2019-01-10 06:40:20,2019-01-10 07:09:48,29.859459,-95.402451,,,0.0,Left lane blocked due to accident on I-45 Northbound at Parker Rd.,,W Parker Rd,R,Houston,Harris,TX,77076,US,US/Central,KIAH,2019-01-10 06:53:00,39.9,,89.0,30.36,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,1,2
1302,2403851,A-2403875,Bing,,2,2017-03-30 13:49:08,2017-03-30 19:49:08,38.79497,-90.56894,38.79261,-90.56279,0.369,At Cave Springs/Exit 225 - Accident.,,I-70 E,R,Saint Peters,St. Charles,MO,63376,US,US/Central,KSUS,2017-03-30 13:54:00,57.9,,93.0,29.53,9.0,West,10.4,0.03,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,13
892,582762,A-582771,MapQuest,201.0,2,2019-10-11 09:01:23,2019-10-11 10:18:24,29.821939,-95.526291,,,0.0,Accident on Kempwood Dr at Campbell Rd.,3198.0,Campbell Rd,R,Houston,Harris,TX,77080-3926,US,US/Central,KMCJ,2019-10-11 08:53:00,83.0,83.0,77.0,29.91,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,10,41
1480,1353857,A-1353873,MapQuest,201.0,2,2018-10-16 08:40:41,2018-10-16 09:10:32,40.691635,-73.811867,,,0.0,Accident on Liberty Ave at 135th St.,13498.0,Liberty Ave,R,South Richmond Hill,Queens,NY,11419-2353,US,US/Eastern,KJFK,2018-10-16 08:51:00,48.9,,48.0,30.17,10.0,NW,19.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,10,42
